ACH3666 ; A Cidade Constitucional
FLM0501 ; Fundamentos da Crítica Francesa
FLG0160 ; Fundamentos Econômicos, Sociais e Políticos da Geografia
FLG0150 ; Fundamentos Naturais da Geografia
FLG0563 ; Geografia Agrária I
FLG0566 ; Geografia Agraria II
FLG0118 ; Geografia da Metrópole
FLG0561 ; Geografia da Populacao
FLG0562 ; Geografia das Industrias
FLG0582 ; Geografia do Estado de Sao Paulo
FLG1564 ; Geografia do Turismo
FLG0335 ; Geografia dos Recursos Naturais
FLG0162 ; Geografia Econômica I
FLG0263 ; Geografia Economica II
FLG0605 ; Geografia Humana, Geral e do Brasil
FLG0365 ; Geografia Política
FLG0583 ; Geografia Regional do Brasil I
FLG0584 ; Geografia Regional do Brasil II
FLG0585 ; Geografia Regional do Brasil III
FLG0586 ; Geografia Regional do Brasil IV
FLG0579 ; Geografia Regional I - África do Sul
FLG0578 ; Geografia Regional II - Oriente Medio
FLG0577 ; Geografia Regional III - Europa
FLG0576 ; Geografia Regional IV - America Latina
FLG0264 ; Geografia Social
FLG0560 ; Geografia Urbana I
FLG0565 ; Geografia Urbana II
FLG0602 ; Geomorfologia
FLG0112 ; Geomorfologia Aplicada ao Planejamento e Gestão Ambiental
FLG0251 ; Geomorfologia I
FLG1252 ; Geomorfologia II
FLG0575 ; Geomorfologia III
FLP0456 ; Globalização, Instituições Internacionais, e Relações de Trabalho
FLL1017 ; Gramática Cognitiva
FLP0409 ; Grandes Correntes e Tendências Políticas no Mundo Contemporâneo
FLO0315 ; Hebraico Bíblico I
FLO0316 ; Hebraico Bíblico II
FLG1550 ; Hidrografia
FLH0105 ; História Antiga I
FLH0106 ; História Antiga II
FLH0104 ; História Contemporânea com ênfase em Ásia
FLH0115 ; História Contemporânea da Rússia/URSS
FLH0331 ; História Contemporânea I
FLH0332 ; História Contemporânea II
FLH0649 ; História da África
FLH0426 ; História da África e dos Afrodescendentes no Brasil: Conteúdos e Ferramentas Didáticas para a Formação de Professores do Ensino Médio e Fundamental
FLH0129 ; História da Alimentação
FLH0643 ; História da América Colonial
FLH0351 ; História da América Independente I
FLH0644 ; História da América Independente II
FLH0429 ; História da América Pré-Hispânica
FLH0696 ; História da Ásia
FLH0444 ; História da Ciência, da Técnica e do Trabalho
FLH0447 ; História da Cultura I
FLH0442 ; História da Cultura II
FLH0116 ; História da Cultura III
FLH0117 ; História da Cultura IV
FLF0228 ; História da Filosofia Antiga I
FLF0229 ; História da Filosofia Antiga II
FLF0415 ; História da Filosofia Antiga III
FLF0507 ; História da Filosofia Antiga IV
FLF0248 ; História da Filosofia Contemporânea I
FLF0249 ; História da Filosofia Contemporânea II
FLF0443 ; História da Filosofia Contemporânea III
FLF0502 ; História da Filosofia Contemporânea IV
FLF0268 ; História da Filosofia Medieval I
FLF0269 ; História da Filosofia Medieval II
FLF0468 ; História da Filosofia Medieval III
FLF0238 ; História da Filosofia Moderna I
FLF0238 ; História da Filosofia Moderna I
FLF0239 ; História da Filosofia Moderna II
FLF0442 ; História da Filosofia Moderna III
FLF0442 ; História da Filosofia Moderna III
FLF0481 ; História da Filosofia Moderna IV
FLF0510 ; História da Filosofia Moderna V
FLF0508 ; História da Filosofia Moderna VI
FLM0304 ; História da Literatura Alemã
FLO1271 ; História da Palestina Moderna I
FLO1276 ; História da Palestina Moderna II
FLH0640 ; História das Ciências
FLH0110 ; História das Ciências e Técnicas no Brasil
FLH0441 ; História das Ideias
FLH0445 ; História das Instituições
FLH0132 ; História das Relações de Gênero
FLH0124 ; História das Relações Internacionais I
FLH0125 ; História das Relações Internacionais II
FLH0701 ; História das Relações Internacionais na Idade Contemporânea
FLH0700 ; História das Relações Internacionais na Idade Moderna
FLH0428 ; História das Religiões e os Encontros Culturais entre Europa e América
FLH0113 ; História de São Paulo Colonial
FLH0241 ; História do Brasil Colonial I
FLH0242 ; História do Brasil Colonial II
FLH0341 ; História do Brasil Independente I
FLH0342 ; História do Brasil Independente II
FLH0448 ; História do Cotidiano
FLO1269 ; História do Pensamento Árabe I
FLO1270 ; História do Pensamento Árabe II
FLO1230 ; História do Pensamento Chinês I
FLO1231 ; História do Pensamento Chinês II
FLH0109 ; História do Pensamento Econômico
FLG0131 ; Historia do Pensamento Geografico
FLH0697 ; História dos Estados Unidos
FLH0653 ; História e Fontes Visuais
FLH0530 ; História e Historiografia: Tendências Contemporâneas
FLM0692 ; História e Memória dos Países de Língua Alemã desde 1918
FLM0691 ; História e Memória dos Países de Língua Alemã desde os Inícios até 1918
FLH0440 ; Historia Economica Geral e do Brasil
FLH0647 ; História Econômica I
FLH0131 ; História Econômica II
FLH0430 ; História Econômica, Política e Social, Geral e do Brasil
FLH0118 ; História Empresarial
FLH0261 ; História Ibérica I
FLH0262 ; História Ibérica II
FLH0127 ; História Indígena Colonial
FLH0121 ;0 História Medieval I
FLH0122 ; História Medieval II
FLH0231 ; História Moderna I
FLH0232 ; História Moderna II
FLH0126 ; História Política
FLH0452 ; História Social da Arte
FLH0114 ; História Social das Idéias Políticas na América Colonial
FLH0128 ; História Social do Tempo
FLC0129 ; Historiografia Grega
FLL0493 ; Historiografia Linguística
FLL1010 ; Historiografia Lingüística
FLH0133 ; History of the Civil Rights Movement in the United States
FLP0424 ; Império da Lei e Democracia
FLC1463 ; Indigenous Languages in the Formation of Brazilian Civilization
FSL0612 ; Individuo, Razao e Liberdade
FLG0273 ; Iniciação à Pesquisa Em Geografia I
FLG0274 ; Iniciacao a Pesquisa Em Geografia II
FSL0527 ; Inovação e Desenvolvimento Econômico e Social
FLM0635 ; Intercompreensão em Línguas Românicas
FLA0348 ; Interpretações do Brasil: Antropologia e Matrizes Literárias
FLA0106 ; Introdução à Antropologia
FLH0108 ; Introdução à Arquivologia
FLG0141 ; Introducao a Cartografia
FLM0165 ; Introducão à Cultura Italiana I
FLA0327 ; Introdução à Etnologia da África Sub-Saariana
FLA0346 ; Introdução à Etnologia Sul-americana
FLF0113 ; Introdução à Filosofia
FLF0115 ; Introdução à Filosofia I
FLG0607 ; Introdução à Geomorfologia
FLM0697 ; Introdução à Gramaticalização da Língua Alemã
FLM0681 ; Introdução à Ligüística Italiana
FLO1227 ; Introdução à Língua Clássica Chinesa I
FLO1228 ; Introdução à Língua Clássica Chinesa II
FLO1241 ; Introdução à Língua Clássica Chinesa III
FLO1242 ; Introdução à Língua Clássica Chinesa IV
FLO1505 ; Introdução à Língua Coreana I
FLO1506 ; Introdução à Língua Coreana II
FLM0410 ; Introdução à Lingüística Alemã I
FLM0411 ; Introdução à Lingüística Alemã II
FLM0118 ; Introdução à Literatura Alemã I
FLM0119 ; Introdução à Literatura Alemã II
FLO1273 ; Introdução à Literatura Árabe
FLM1138 ; Introdução à Literatura Francesa
FLO0235 ; Introdução à Literatura Russa I
FLO0236 ; Introdução à Literatura Russa II
FLC0520 ; Introdução à Literatura Sânscrita I
FLC0521 ; Introdução à Literatura Sânscrita II
FLM0636 ; Introdução à Metodologia de Pesquisa na Área de Francês como Língua Estrangeira
FLG0113 ; Introdução à Modelagem Climática
FLH0639 ; Introdução à Pesquisa em História I
FLH0642 ; Introdução à Pesquisa em História II
FLM0544 ; Introdução à Poesia
FLM0305 ; Introdução à Prática de Tradução do Alemão
FLM0286 ; Introdução à Prática de Tradução do Espanhol
FLM0287 ; Introdução à Prática de Tradução do Francês
FLM0288 ; Introdução à Prática de Tradução do Inglês
FLM0289 ; Introdução à Prática de Tradução do Italiano
FSL0114 ; Introdução à Sociologia (Fisioterapia e Terapia Ocupacional)
FSL0107 ; Introdução à Sociologia (p/ Escola de Enfermagem)
FSL0109 ; Introdução à Sociologia (p/fac. de Psicologia)
FSL0650 ; Introdução à Sociologia da Música (Música e Sociedade)
FSL0614 ; Introducao a Sociologia da Religiao
FSL0503 ; Introducao a Sociologia do Trabalho
FSL0538 ; Introdução à Sociologia Econômica
FSL0117 ; Introdução à Sociologia P/ Faculdade de Direito
FLM0497 ; Introdução à Tradução do Francês
FLM0555 ; Introdução à Tradução Oral
FLM0699 ; Introdução à Tradução Oral (alemão/português)
FLM0543 ; Introdução ao Conto
FLC0114 ; Introdução ao Estudo da Língua Portuguesa I
FLC0115 ; Introdução ao Estudo da Língua Portuguesa II
FLG0638 ; Introducao ao Estudo da Urbanizacao No Terceiro Mundo
FLA0394 ; Introdução ao estudo das artes verbais
FLA0326 ; Introdução ao Estudo do Parentesco
FLG0608 ; Introdução ao Estudo dos Solos
FLC0162 ; Introdução ao Latim I
FLC0163 ; Introdução ao Latim II
FLM0590 ; Introdução ao Romance
FLC0512 ; Introdução ao Sânscrito I
FLC0513 ; Introdução ao Sânscrito II
FLC0534 ; Introdução ao Sânscrito III
FLC0535 ; Introdução ao Sânscrito IV
FLG0572 ; Introducao ao Sistema Geografico de Informacao
FLM0589 ; Introdução ao Teatro
FLC0112 ; Introdução aos Estudos Clássicos I
FLC0113 ; Introdução aos Estudos Clássicos II
FLC1258 ; Introdução aos Estudos das Línguas Crioulas de Base Portuguesa e do Português na África
FLC1257 ; Introdução aos Estudos do Léxico
FLC0375 ; Introdução aos Estudos do Português para Falantes de Outras Línguas
FLT0123 ; Introdução aos Estudos Literários I
FLT0124 ; Introdução aos Estudos Literários II
FLM0206 ; Introdução aos Estudos Tradutológicos
FLA0101 ; Introdução às Ciências Sociais (Antropologia)
FLP0101 ; Introdução às Ciências Sociais (ciência Política)
FSL0101 ; Introdução às Ciências Sociais (sociologia)
FLO1490 ; Introdução às Línguas Semíticas
FLM0354 ; Italiano Instrumental I
FLM0677 ; Italo Calvino e Outros Narradores do Século XX
FLO0675 ; Judaísmo, Modernidade e Holocausto
FLP0455 ; Judiciário e Política
FLC0181 ; L'amors de Troubadours na România Medieval
FLC0456 ; Laboratório de Tradução de Textos Latinos
FLA0303 ; Leitura de Monografias Antropológicas
FLM0189 ; Leitura e Produção de Textos Acadêmicos em Alemão
FLC0289 ; Leitura e Produção de Textos Escritos
FLC1260 ; Leitura e Produção de Textos I
FLC1261 ; Leitura e Produção de Textos II
FLA0366 ; Leituras de Etnologia III: A antropologia política de Pierre Clastres
FLM0577 ; Leituras do Cânon 1
FLM0585 ; Leituras do Cânon 2
FLM0587 ; Leituras do Cânon 3
FLA0398 ; Leituras em Antropologia da Religião
FLA0340 ; Leituras em Etnologia II - Terras Baixas
FLM0627 ; Leituras Específicas da Literatura Espanhola
FLM0628 ; Leituras Específicas da Literatura Hispano-Americana
FLM0646 ; Leituras Hispânicas entre os Séculos XIX e XX
FLA0359 ; Lendo Imagens
FLL0494 ; Léxico
FLL0438 ; Lexicologia e Lexicografia
FLM0300 ; Língua Alemã I
FLM0301 ; Língua Alemã II
FLM0302 ; Língua Alemã III
FLM0303 ; Língua Alemã IV
FLM0310 ; Língua Alemã V
FLM0311 ; Língua Alemã VI: Tópicos de Linguística  Alemã
FLM0698 ; Língua Alemã, Subjetividade e Cultura
FLO1167 ; Língua Árabe I
FLO1168 ; Língua Árabe II
FLO1263 ; Língua Árabe III
FLO1264 ; Língua Árabe IV
FLO0363 ; Lingua Árabe V
FLO0364 ; Língua Árabe VI (Árabe Moderno)
FLO1463 ; Língua Árabe VII
FLO1464 ; Língua Árabe VIII
FLO0147 ; Língua Armênia I
FLO0148 ; Língua Armênia II
FLO0243 ; Língua Armênia III
FLO0244 ; Língua Armênia IV
FLO0343 ; Língua Armênia V
FLO0344 ; Língua Armênia VI
FLO0543 ; Língua Armênia VII
FLO0544 ; Língua Armênia VIII
FLL1024 ; Língua Brasileira de Sinais - EAD
FLO1185 ; Língua Chinesa I
FLO1186 ; Língua Chinesa II
FLO0283 ; Língua Chinesa III
FLO0284 ; Língua Chinesa IV
FLO0383 ; Língua Chinesa V
FLO0384 ; Língua Chinesa VI
FLO1383 ; Língua Chinesa VII
FLO1384 ; Língua Chinesa VIII
FLO1393 ; Língua Clássica Japonesa I
FLO1394 ; Língua Clássica Japonesa II
FLO1479 ; Língua Coreana I
FLO1480 ; Língua Coreana II
FLO1481 ; Língua Coreana III
FLO1482 ; Língua Coreana IV
FLO1497 ; Língua Coreana V
FLO1498 ; Língua Coreana VI
FLO1499 ; Língua Coreana VII
FLO1500 ; Língua Coreana VIII
FLL1013 ; Língua de Sinais Brasileira: Aspectos Linguisticos, Sociais e  Educacionais
FLL1014 ; Língua de Sinais Brasileira: Educação, Comunicação e Cultura
FLM0434 ; Língua e Cultura Norueguesa I
FLM0435 ; Língua e Cultura Norueguesa II
FLM0263 ; Lingua Espanhola I
FLM0264 ; Lingua Espanhola II
FLM0265 ; Lingua Espanhola III
FLM0262 ; Língua Espanhola IV
FLC0110 ; Língua Grega I
FLC0111 ; Língua Grega II
FLC0210 ; Língua Grega III
FLC0212 ; Língua Grega IV
FLC0213 ; Língua Grega V
FLC0214 ; Língua Grega VI
FLC0410 ; Lingua Grega VII
FLC0411 ; Lingua Grega VIII
FLC0135 ; Língua Grega: Exercícios de Tradução
FLC0132 ; Língua Grega: Morfo-sintaxe dos Modos Verbais
FLC0134 ; Língua Grega: Os Modos da Frase Grega
FLC0133 ; Língua Grega: Sintaxe das Orações Subordinadas
FLO0175 ; Língua Hebraica I
FLO0176 ; Língua Hebraica II
FLO0273 ; Língua Hebraica III
FLO0274 ; Língua Hebraica IV
FLO0373 ; Língua Hebraica V
FLO0374 ; Língua Hebraica VI
FLO1473 ; Língua Hebraica VII
FLO1474 ; Língua Hebraica VIII
FLO0529 ; Língua Iidiche I
FLO0532 ; Língua Iídiche I V
FLO0530 ; Língua Iídiche II
FLO0531 ; Língua Iídiche III
FLM1150 ; Língua Italiana I
FLM1151 ; Língua Italiana II
FLM1152 ; Língua Italiana III
FLM1153 ; Língua Italiana IV
FLM1154 ; Língua Italiana V
FLM1155 ; Língua Italiana VI
FLM1156 ; Língua Italiana VII
FLO0193 ; Língua Japonesa I
FLO0194 ; Língua Japonesa II
FLO0293 ; Língua Japonesa III
FLO0294 ; Língua Japonesa IV
FLO1397 ; Língua Japonesa V
FLO1398 ; Língua Japonesa VI
FLO1493 ; Língua Japonesa VII
FLO1494 ; Língua Japonesa VIII
FLC0140 ; Língua Latina I
FLC0141 ; Língua Latina II
FLC0245 ; Língua Latina III
FLC0246 ; Língua Latina IV
FLC0247 ; Língua Latina V
FLC0248 ; Língua Latina VI
FLC0440 ; Língua Latina VII
FLC0441 ; Língua Latina VIII
FLC0244 ; Língua Latina: Morfossintaxe
FLL0338 ; Língua Não Indoeuropéia II
FLL0319 ; Língua Não-indoeuropéia I
FLM0601 ; Língua Neohelênica I
FLM0602 ; Língua Neohelênica II
FLM0603 ; Língua Neohelênica III
FLM0604 ; Língua Neohelênica IV
FLC0474 ; Língua Portuguesa
FLO0133 ; Língua Russa I
FLO0134 ; Língua Russa II
FLO0233 ; Língua Russa III
FLO0234 ; Língua Russa IV
FLO0333 ; Língua Russa V
FLO0334 ; Língua Russa VI
FLO0533 ; Língua Russa VII
FLO0534 ; Língua Russa VIII
FLC0600 ; Língua, Discurso e Ensino
FLL1018 ; Línguas Indo-Européias
FLL1026 ; Linguística  Antropológica
FLL1007 ; Lingüística Computacional
FLL0443 ; Lingüística Histórica
FLL1008 ; Lingüística Histórica II : Os Domínios da Mudança
FLL1023 ; Linguística para Fonoaudiologia
FLC0126 ; Lírica Grega
FLO1504 ; Literatura  Coreana Clássica II
FLM1004 ; Literatura Alemã Contemporânea
FLM0190 ; Literatura Alemã e Cinema
FLM0685 ; Literatura Alemã: Bertolt Brecht
FLM1000 ; Literatura Alemã: Classicismo
FLM0204 ; Literatura Alemã: Conto e Lírica
FLM1005 ; Literatura Alemã: de 1890 até 1945
FLM1003 ; Literatura Alemã: Lírica
FLM1002 ; Literatura Alemã: Narrativa Breve
FLM1006 ; Literatura Alemã: Novela
FLM0205 ; Literatura Alemã: Novela e Teatro
FLM0684 ; Literatura Alemã: Paul Celan
FLM0313 ; Literatura Alemã: República de Weimar / Literatura Contemporânea
FLM0686 ; Literatura Alemã: Robert Walser
FLM1001 ; Literatura Alemã: Romantismo
FLM0312 ; Literatura Alemã: Romantismo e Classicismo
FLM1007 ; Literatura Alemã: Teatro
FLM0688 ; Literatura Alemã: Tópicos Especiais I
FLM0689 ; Literatura Alemã: Tópicos Especiais II
FLM0690 ; Literatura Alemã: Tópicos Especiais III
FLO1274 ; Literatura Árabe - Andaluza
FLO0265 ; Literatura Árabe I
FLO0266 ; Literatura Árabe II
FLO0245 ; Literatura Armênia I
FLO0246 ; Literatura Armênia II
FLO1447 ; Literatura Armênia III
FLO1448 ; Literatura Armênia IV
FLO1449 ; Literatura Armênia V
FLO1450 ; Literatura Armênia VI
FLC0200 ; Literatura Brasileira I
FLC0201 ;1 Literatura Brasileira II
FLC0300 ; Literatura Brasileira III
FLC0301 ; Literatura Brasileira IV
FLC0400 ; Literatura Brasileira V
FLC0401 ; Literatura Brasileira VI
FLO0257 ; Literatura Chinesa Moderna I
FLO0258 ; Literatura Chinesa Moderna II
FLO0259 ; Literatura Chinesa Moderna III
FLO0260 ; Literatura Chinesa Moderna IV
FLO0327 ; Literatura Clássica Chinesa I
FLO0328 ; Literatura Clássica Chinesa II
FLO1239 ; Literatura Clássica Chinesa III
FLO1240 ; Literatura Clássica Chinesa IV
FLO1300 ; Literatura Clássica Japonesa I
FLO1301 ; Literatura Clássica Japonesa II
FLT0323 ; Literatura Comparada I
FLT0324 ; Literatura Comparada II
FLO1503 ; Literatura Coreana Clássica I
FLO1483 ; Literatura Coreana Moderna I
FLO1484 ; Literatura Coreana Moderna II
FLO1501 ; Literatura Coreana Moderna III
FLO1502 ; Literatura Coreana Moderna IV
FLM0605 ; Literatura do Renascimento Italiano
FLM0580 ; Literatura e Cinema
FLM0578 ; Literatura e Diferença
FLT0344 ; Literatura e Educação
FLM0614 ; Literatura Espanhola: Idade Média
FLM0623 ; Literatura Espanhola: Século  XIX
FLM0621 ; Literatura Espanhola: Século  XVII
FLM0617 ; Literatura Espanhola: Século XVI
FLM0624 ; Literatura Espanhola: Século XX
FLO0276 ; Literatura Hebraica  II:  Laicismo e fé na Literatura Medieval
FLO0275 ; Literatura Hebraica I: Fontes Bíblicas, Midrashicas e Talmúdicas
FLO0375 ; Literatura Hebraica III: Do Iluminismo Judaico à Literatura Hebraica
FLO0376 ; Literatura Hebraica IV:  A Primeira Geração Nativa
FLO1475 ; Literatura Hebraica V: Ficção e Política
FLO1476 ; Literatura Hebraica VI: Autores Israelenses e o Genocídio (Shoá)
FLO1575 ; Literatura Hebraica VII: A Crise do Sionismo e suas Representações Literárias
FLO1576 ; Literatura Hebraica VIII: Entre a Identidade Judaica e o Sionismo
FLC0424 ; Literatura Helenística e Imperial
FLM0645 ; Literatura Hispano-Americana e Outros Discursos e Linguagens
FLM0631 ; Literatura Hispano-Americana: Conquista e Colônia
FLM0622 ; Literatura Hispano-Americana: Romantismo e ?Modernismo?
FLM0629 ; Literatura Hispano-Americana: Vanguardas e Contemporaneidade
FLC0485 ; Literatura Infantil e Juvenil: Linguagens do Imaginário I
FLC0486 ; Literatura Infantil e Juvenil: Linguagens do Imaginário II
FLC0487 ; Literatura Infantil e Juvenil: Linguagens do Imaginário III
